,Molecule,atom 1,atom 2,dipole_moment,electronegativity1,electronegativity2,eletron_affinity1,eletron_affinity2,ionic_potential1,ionic_potential2,ionic_character,Period1,Period2,Group1,Group2,Sum_Ionic,Sum_Affinity,Prod_Ionic,Prod_Affinity,Diff_Ionic,Diff_Affinity,Sum_Electronegativity,Prod_Electronegativity,Diff_Electronegativity,Source,ionic_character_4th_root,Prod_Ionic_Recip,ionic_character_2nd_root,Diff_Ionic_4th_root
268,HI,H,I,0.448,2.2,2.66,0.754,3.059,13.5984,10.4513,8.1006,1,5,1,17,24.0497,3.813,142.1209579,2.306486,3.1471,2.305,4.86,5.852,0.46,"F.A. van Dijk and A. Dymanus, Chem. Phys. Lett.5, 387 (1970).",1.6870552158880068,0.0070362599209584,2.8461553014549295,1.3319184525943768
269,HI,I,H,0.448,2.66,2.2,3.059,0.754,10.4513,13.5984,8.1006,5,1,17,1,24.0497,3.813,142.1209579,2.306486,3.1471,2.305,4.86,5.852,0.46,"F.A. van Dijk and A. Dymanus, Chem. Phys. Lett.5, 387 (1970).",1.6870552158880068,0.0070362599209584,2.8461553014549295,1.3319184525943768
270,IBr,I,Br,0.737,2.66,2.96,3.059,3.363,10.4513,11.8138,5.115,5,4,17,17,22.2651,6.422,123.4695679,10.287417,1.3625,0.304,5.62,7.8736,0.3,"R.E. Willis, Jr. and W.W. Clark, J. Chem. Phys. 72, 4946 (1980).",1.5038738562724363,0.0080991617368412,2.2616365755797285,1.0803988860568468
271,IBr,Br,I,0.737,2.96,2.66,3.363,3.059,11.8138,10.4513,5.115,4,5,17,17,22.2651,6.422,123.4695679,10.287417,1.3625,0.304,5.62,7.8736,0.3,"R.E. Willis, Jr. and W.W. Clark, J. Chem. Phys. 72, 4946 (1980).",1.5038738562724363,0.0080991617368412,2.2616365755797285,1.0803988860568468
272,ICl,I,Cl,1.24,2.66,3.16,3.059,3.612,10.4513,12.9676,8.875,5,3,17,17,23.4189,6.671,135.5282779,11.049108,2.5163,0.553,5.82,8.4056,0.5,"E. Herbst and W. Steinmetz, J. Chem. Phys. 56, 5342 (1972).",1.726005162782906,0.0073785339524335,2.979093821953246,1.2594780538356714
273,ICl,Cl,I,1.24,3.16,2.66,3.612,3.059,12.9676,10.4513,8.875,3,5,17,17,23.4189,6.671,135.5282779,11.049108,2.5163,0.553,5.82,8.4056,0.5,"E. Herbst and W. Steinmetz, J. Chem. Phys. 56, 5342 (1972).",1.726005162782906,0.0073785339524335,2.979093821953246,1.2594780538356714
274,IF,I,F,1.948,2.66,3.98,3.059,3.401,10.4513,17.4228,27.2184,5,2,17,17,27.8741,6.46,182.0909096,10.403659,6.9715,0.342,6.64,10.5868,1.32,"KPR Nair, J Hoeft, E Tiemann ""Electric Dipole Moment of the diatomic IF molecule"" Chem. Phys. Lett. 60 (2) 253-256, 1979",2.2841028097286924,0.0054917623411113,5.217125645410507,1.6249184053248313
275,IF,F,I,1.948,3.98,2.66,3.401,3.059,17.4228,10.4513,27.2184,2,5,17,17,27.8741,6.46,182.0909096,10.403659,6.9715,0.342,6.64,10.5868,1.32,"KPR Nair, J Hoeft, E Tiemann ""Electric Dipole Moment of the diatomic IF molecule"" Chem. Phys. Lett. 60 (2) 253-256, 1979",2.2841028097286924,0.0054917623411113,5.217125645410507,1.6249184053248313
276,InCl,In,Cl,3.79,1.78,3.16,0.383,3.612,5.7864,12.9676,28.7454,5,3,13,17,18.754,3.995,75.03572064,1.383396,7.1812,3.229,4.94,5.6248,1.38,"E. Tiemann, J. Hoeft, and T. Törring, Z. Naturforsch. 27a, 869 (1972).",2.315485624660744,0.013326986020401,5.361473678010553,1.6370021716696002
277,InCl,Cl,In,3.79,3.16,1.78,3.612,0.383,12.9676,5.7864,28.7454,3,5,17,13,18.754,3.995,75.03572064,1.383396,7.1812,3.229,4.94,5.6248,1.38,"E. Tiemann, J. Hoeft, and T. Törring, Z. Naturforsch. 27a, 869 (1972).",2.315485624660744,0.013326986020401,5.361473678010553,1.6370021716696002
278,InF,In,F,3.4,1.78,3.98,0.383,3.401,5.7864,17.4228,52.14,5,2,13,17,23.2092,3.784,100.8152899,1.302583,11.6364,3.018,5.76,7.0844,2.2,"J. Hoeft, F.J. Lovas, E. Tiemann, and T. Törring, Z. Naturforsch. 25a, 1029 (1970).",2.687155239172884,0.0099191303322334,7.2208032794142785,1.8469479667016913
279,InF,F,In,3.4,3.98,1.78,3.401,0.383,17.4228,5.7864,52.14,2,5,17,13,23.2092,3.784,100.8152899,1.302583,11.6364,3.018,5.76,7.0844,2.2,"J. Hoeft, F.J. Lovas, E. Tiemann, and T. Törring, Z. Naturforsch. 25a, 1029 (1970).",2.687155239172884,0.0099191303322334,7.2208032794142785,1.8469479667016913
280,IO,I,O,2.45,2.66,3.44,3.059,1.461,10.4513,13.6181,14.6094,5,2,17,16,24.0694,4.52,142.3268485,4.469199,3.1668,1.598,6.1,9.1504,0.78,"J. Phys. Chem. A 2020, 124, 5720-5726",1.9550510180564256,0.0070260812386357,3.8222244832034655,1.3339979404194513
281,IO,I,O,2.45,2.66,3.44,3.059,1.461,10.4513,13.6181,14.6094,5,2,17,16,24.0694,4.52,142.3268485,4.469199,3.1668,1.598,6.1,9.1504,0.78,"J. Phys. Chem. A 2020, 124, 5720-5726",1.9550510180564256,0.0070260812386357,3.8222244832034655,1.3339979404194513
282,IrC,Ir,C,1.6,2.2,2.55,1.564,1.262,8.967,11.2603,6.02875,6,2,9,14,20.2273,2.826,100.9711101,1.973768,2.2933,0.302,4.75,5.61,0.35,"A. J. Marr, M. E. Flores, T. C. Steimle; The optical and optical/Stark spectrum of iridium monocarbide and mononitride. J. Chem. Phys. 1 June 1996; 104 (21): 8183–8196. https://doi.org/10.1063/1.471573",1.56695606150726,0.0099038229748055,2.4553512986943438,1.230595202820063
283,IrC,C,Ir,1.6,2.55,2.2,1.262,1.564,11.2603,8.967,6.02875,2,6,14,9,20.2273,2.826,100.9711101,1.973768,2.2933,0.302,4.75,5.61,0.35,"A. J. Marr, M. E. Flores, T. C. Steimle; The optical and optical/Stark spectrum of iridium monocarbide and mononitride. J. Chem. Phys. 1 June 1996; 104 (21): 8183–8196. https://doi.org/10.1063/1.471573",1.56695606150726,0.0099038229748055,2.4553512986943438,1.230595202820063
284,IrF,Ir,F,2.82,2.2,3.98,1.564,3.401,8.967,17.4228,39.5694,6,2,9,17,26.3898,4.965,156.2302476,5.319164,8.4558,1.837,6.18,8.756,1.78,"Zhuang X, Steimle TC, Linton C. The electric dipole moment of iridium monofluoride, IrF. J Chem Phys. 2010 Oct 28;133(16):164310. doi: 10.1063/1.3505141. PMID: 21033791.",2.508071228962228,0.0064008091605943,6.290421289548101,1.7052524241137654
285,IrF,F,Ir,2.82,3.98,2.2,3.401,1.564,17.4228,8.967,39.5694,2,6,17,9,26.3898,4.965,156.2302476,5.319164,8.4558,1.837,6.18,8.756,1.78,"Zhuang X, Steimle TC, Linton C. The electric dipole moment of iridium monofluoride, IrF. J Chem Phys. 2010 Oct 28;133(16):164310. doi: 10.1063/1.3505141. PMID: 21033791.",2.508071228962228,0.0064008091605943,6.290421289548101,1.7052524241137654
286,IrN,Ir,N,1.66,2.2,3.04,1.564,-0.07,8.967,14.5341,15.9096,6,2,9,15,23.5011,1.494,130.3272747,-0.10948,5.5671,1.634,5.24,6.688,0.84,"A. J. Marr, M. Flores and T. Steimle, J. Chem. Phys., 1996, 104, 8183–8196 ",1.997168994727189,0.0076729909552846,3.98868399349961,1.5360567305712047
287,IrN,N,Ir,1.66,3.04,2.2,-0.07,1.564,14.5341,8.967,15.9096,2,6,15,9,23.5011,1.494,130.3272747,-0.10948,5.5671,1.634,5.24,6.688,0.84,"A. J. Marr, M. Flores and T. Steimle, J. Chem. Phys., 1996, 104, 8183–8196 ",1.997168994727189,0.0076729909552846,3.98868399349961,1.5360567305712047
288,KBa,K,Ba,1.58,0.82,0.89,0.501,0.144,4.3407,5.2117,1.13715,4,6,1,2,9.5524,0.645,22.62242619,0.072144,0.871,0.357,1.71,0.7298,0.07,"Hela Ladjimi and Michał Tomza, Diatomic molecules of alkali-metal and alkaline-earth-metal atoms: Interaction potentials, dipole moments, and polarizabilities, Physical Review A, vol. 109, no. 5, p. 052814, May 2024. DOI: 10.1103/PhysRevA.109.052814.",1.0326530662476014,0.0442039236464406,1.0663723552305733,0.9660609751074762
289,KBa,Ba,K,1.58,0.89,0.82,0.144,0.501,5.2117,4.3407,1.13715,6,4,2,1,9.5524,0.645,22.62242619,0.072144,0.871,0.357,1.71,0.7298,0.07,"Hela Ladjimi and Michał Tomza, Diatomic molecules of alkali-metal and alkaline-earth-metal atoms: Interaction potentials, dipole moments, and polarizabilities, Physical Review A, vol. 109, no. 5, p. 052814, May 2024. DOI: 10.1103/PhysRevA.109.052814.",1.0326530662476014,0.0442039236464406,1.0663723552305733,0.9660609751074762
290,KBe,K,Be,1.99,0.82,1.57,0.501,-0.5,4.3407,9.3227,13.96875,4,2,1,2,13.6634,0.001,40.46704389,-0.2505,4.982,1.001,2.39,1.2874,0.75,"Hela Ladjimi and Michał Tomza, Diatomic molecules of alkali-metal and alkaline-earth-metal atoms: Interaction potentials, dipole moments, and polarizabilities, Physical Review A, vol. 109, no. 5, p. 052814, May 2024. DOI: 10.1103/PhysRevA.109.052814.",1.9332560867436868,0.0247114665137948,3.7374790969315135,1.4940011466445011
291,KBe,Be,K,1.99,1.57,0.82,-0.5,0.501,9.3227,4.3407,13.96875,2,4,2,1,13.6634,0.001,40.46704389,-0.2505,4.982,1.001,2.39,1.2874,0.75,"Hela Ladjimi and Michał Tomza, Diatomic molecules of alkali-metal and alkaline-earth-metal atoms: Interaction potentials, dipole moments, and polarizabilities, Physical Review A, vol. 109, no. 5, p. 052814, May 2024. DOI: 10.1103/PhysRevA.109.052814.",1.9332560867436868,0.0247114665137948,3.7374790969315135,1.4940011466445011
292,KBr,K,Br,10.269,0.82,2.96,0.501,3.363,4.3407,11.8138,50.2686,4,4,1,17,16.1545,3.864,51.28016166,1.684863,7.4731,2.862,3.78,2.4272,2.14,"F.H. de Leeuw, R. van Wachem, and A. Dymanus, J. Chem. Phys. 50, 1393 (1969).",2.6627120123744525,0.019500718555262,7.090035260843207,1.6533895881677456
293,KBr,Br,K,10.269,2.96,0.82,3.363,0.501,11.8138,4.3407,50.2686,4,4,17,1,16.1545,3.864,51.28016166,1.684863,7.4731,2.862,3.78,2.4272,2.14,"F.H. de Leeuw, R. van Wachem, and A. Dymanus, J. Chem. Phys. 50, 1393 (1969).",2.6627120123744525,0.019500718555262,7.090035260843207,1.6533895881677456
294,KCa,K,Ca,1.9,0.82,1.0,0.501,0.024,4.3407,6.1132,2.9934,4,4,1,2,10.4539,0.525,26.53556724,0.012024,1.7725,0.477,1.82,0.82,0.18,"Hela Ladjimi and Michał Tomza, Diatomic molecules of alkali-metal and alkaline-earth-metal atoms: Interaction potentials, dipole moments, and polarizabilities, Physical Review A, vol. 109, no. 5, p. 052814, May 2024. DOI: 10.1103/PhysRevA.109.052814.",1.3153495743092578,0.037685269395432,1.7301445026355458,1.1538425783309587
295,KCa,Ca,K,1.9,1.0,0.82,0.024,0.501,6.1132,4.3407,2.9934,4,4,2,1,10.4539,0.525,26.53556724,0.012024,1.7725,0.477,1.82,0.82,0.18,"Hela Ladjimi and Michał Tomza, Diatomic molecules of alkali-metal and alkaline-earth-metal atoms: Interaction potentials, dipole moments, and polarizabilities, Physical Review A, vol. 109, no. 5, p. 052814, May 2024. DOI: 10.1103/PhysRevA.109.052814.",1.3153495743092578,0.037685269395432,1.7301445026355458,1.1538425783309587
296,KCl,K,Cl,10.2688,0.82,3.16,0.501,3.612,4.3407,12.9676,56.6046,4,3,1,17,17.3083,4.113,56.28846132,1.809612,8.6269,3.111,3.98,2.5912,2.34,"A.J. Hebert, F.J. Lovas, C.A. Melendres, C.D. Hollowell, T.L. Story, Jr., and K. Street, Jr., J. Chem. Phys. 48, 2824 (1968).",2.742918675486438,0.0177656304071805,7.523602860332275,1.7138140187274205
297,KCl,Cl,K,10.2688,3.16,0.82,3.612,0.501,12.9676,4.3407,56.6046,3,4,17,1,17.3083,4.113,56.28846132,1.809612,8.6269,3.111,3.98,2.5912,2.34,"A.J. Hebert, F.J. Lovas, C.A. Melendres, C.D. Hollowell, T.L. Story, Jr., and K. Street, Jr., J. Chem. Phys. 48, 2824 (1968).",2.742918675486438,0.0177656304071805,7.523602860332275,1.7138140187274205
298,KCs,K,Cs,1.86,0.82,0.79,0.501,0.4715983,4.3407,3.8939,0.48315,4,6,1,1,8.2346,0.9725983,16.90225173,0.2362707483,0.4468,0.0294017,1.61,0.6478,0.03,"Hela Ladjimi and Michał Tomza, Diatomic molecules of alkali-metal and alkaline-earth-metal atoms: Interaction potentials, dipole moments, and polarizabilities, Physical Review A, vol. 109, no. 5, p. 052814, May 2024. DOI: 10.1103/PhysRevA.109.052814.",0.8337205300580531,0.0591637147508038,0.6950899222402811,0.817576295328293
299,KCs,Cs,K,1.86,0.79,0.82,0.4715983,0.501,3.8939,4.3407,0.48315,6,4,1,1,8.2346,0.9725983,16.90225173,0.2362707483,0.4468,0.0294017,1.61,0.6478,0.03,"Hela Ladjimi and Michał Tomza, Diatomic molecules of alkali-metal and alkaline-earth-metal atoms: Interaction potentials, dipole moments, and polarizabilities, Physical Review A, vol. 109, no. 5, p. 052814, May 2024. DOI: 10.1103/PhysRevA.109.052814.",0.8337205300580531,0.0591637147508038,0.6950899222402811,0.817576295328293
300,KF,K,F,8.59255,0.82,3.98,0.501,3.401,4.3407,17.4228,85.5096,4,2,1,17,21.7635,3.902,75.62714796,1.703901,13.0821,2.9,4.8,3.2636,3.16,"R. VanWachem, F.H. deLeeuw, and A. Dymanus, J. Chem. Phys. 47, 2256 (1967).",3.040911063880434,0.0132227649326259,9.247140098430433,1.901819806926086
301,KF,F,K,8.59255,3.98,0.82,3.401,0.501,17.4228,4.3407,85.5096,2,4,17,1,21.7635,3.902,75.62714796,1.703901,13.0821,2.9,4.8,3.2636,3.16,"R. VanWachem, F.H. deLeeuw, and A. Dymanus, J. Chem. Phys. 47, 2256 (1967).",3.040911063880434,0.0132227649326259,9.247140098430433,1.901819806926086
302,KFr,K,Fr,0.91,0.82,0.7,0.501,0.486,4.3407,4.0727,1.9704,4,7,1,1,8.4134,0.987,17.67836889,0.243486,0.268,0.015,1.52,0.574,0.12,"Hela Ladjimi and Michał Tomza, Diatomic molecules of alkali-metal and alkaline-earth-metal atoms: Interaction potentials, dipole moments, and polarizabilities, Physical Review A, vol. 109, no. 5, p. 052814, May 2024. DOI: 10.1103/PhysRevA.109.052814.",1.1847824153106454,0.0565663046303815,1.403709371629327,0.719504804863589
303,KFr,Fr,K,0.91,0.7,0.82,0.486,0.501,4.0727,4.3407,1.9704,7,4,1,1,8.4134,0.987,17.67836889,0.243486,0.268,0.015,1.52,0.574,0.12,"Hela Ladjimi and Michał Tomza, Diatomic molecules of alkali-metal and alkaline-earth-metal atoms: Interaction potentials, dipole moments, and polarizabilities, Physical Review A, vol. 109, no. 5, p. 052814, May 2024. DOI: 10.1103/PhysRevA.109.052814.",1.1847824153106454,0.0565663046303815,1.403709371629327,0.719504804863589
304,KI,K,I,10.82,0.82,2.66,0.501,3.059,4.3407,10.4513,41.2896,4,5,1,17,14.792,3.56,45.36595791,1.532559,6.1106,2.558,3.48,2.1812,1.84,"T.L. Story, Jr. and A.J. Hebert, J. Chem. Phys 64, 855 (1976).",2.534896133103086,0.0220429600976103,6.42569840562098,1.5722476849693119
305,KI,I,K,10.82,2.66,0.82,3.059,0.501,10.4513,4.3407,41.2896,5,4,17,1,14.792,3.56,45.36595791,1.532559,6.1106,2.558,3.48,2.1812,1.84,"T.L. Story, Jr. and A.J. Hebert, J. Chem. Phys 64, 855 (1976).",2.534896133103086,0.0220429600976103,6.42569840562098,1.5722476849693119
306,KMg,K,Mg,0.86,0.82,1.31,0.501,-0.4,4.3407,7.6462,8.68035,4,3,1,2,11.9869,0.101,33.18986034,-0.2004,3.3055,0.901,2.13,1.0742,0.49,"Hela Ladjimi and Michał Tomza, Diatomic molecules of alkali-metal and alkaline-earth-metal atoms: Interaction potentials, dipole moments, and polarizabilities, Physical Review A, vol. 109, no. 5, p. 052814, May 2024. DOI: 10.1103/PhysRevA.109.052814.",1.7164624583144528,0.030129683878025,2.946243370802894,1.3483706491169778
307,KMg,Mg,K,0.86,1.31,0.82,-0.4,0.501,7.6462,4.3407,8.68035,3,4,2,1,11.9869,0.101,33.18986034,-0.2004,3.3055,0.901,2.13,1.0742,0.49,"Hela Ladjimi and Michał Tomza, Diatomic molecules of alkali-metal and alkaline-earth-metal atoms: Interaction potentials, dipole moments, and polarizabilities, Physical Review A, vol. 109, no. 5, p. 052814, May 2024. DOI: 10.1103/PhysRevA.109.052814.",1.7164624583144528,0.030129683878025,2.946243370802894,1.3483706491169778
308,KRa,K,Ra,0.5,0.82,0.9,0.501,0.1,4.3407,5.2784,1.3024,4,7,1,2,9.6191,0.601,22.91195088,0.0501,0.9377,0.401,1.72,0.738,0.08,"Hela Ladjimi and Michał Tomza, Diatomic molecules of alkali-metal and alkaline-earth-metal atoms: Interaction potentials, dipole moments, and polarizabilities, Physical Review A, vol. 109, no. 5, p. 052814, May 2024. DOI: 10.1103/PhysRevA.109.052814.",1.0682824576931742,0.0436453449659281,1.1412274094149684,0.9840473111594267
309,KRa,Ra,K,0.5,0.9,0.82,0.1,0.501,5.2784,4.3407,1.3024,7,4,2,1,9.6191,0.601,22.91195088,0.0501,0.9377,0.401,1.72,0.738,0.08,"Hela Ladjimi and Michał Tomza, Diatomic molecules of alkali-metal and alkaline-earth-metal atoms: Interaction potentials, dipole moments, and polarizabilities, Physical Review A, vol. 109, no. 5, p. 052814, May 2024. DOI: 10.1103/PhysRevA.109.052814.",1.0682824576931742,0.0436453449659281,1.1412274094149684,0.9840473111594267
310,KRb,K,Rb,0.63,0.82,0.82,0.501,0.485,4.3407,4.1771,0.0,4,5,1,1,8.5178,0.986,18.13153797,0.242985,0.1636,0.016,1.64,0.6724,0.0,"Hela Ladjimi and Michał Tomza, Diatomic molecules of alkali-metal and alkaline-earth-metal atoms: Interaction potentials, dipole moments, and polarizabilities, Physical Review A, vol. 109, no. 5, p. 052814, May 2024. DOI: 10.1103/PhysRevA.109.052814.",0.0,0.0551525194197301,0.0,0.6359834654479106
311,KRb,Rb,K,0.63,0.82,0.82,0.485,0.501,4.1771,4.3407,0.0,5,4,1,1,8.5178,0.986,18.13153797,0.242985,0.1636,0.016,1.64,0.6724,0.0,"Hela Ladjimi and Michał Tomza, Diatomic molecules of alkali-metal and alkaline-earth-metal atoms: Interaction potentials, dipole moments, and polarizabilities, Physical Review A, vol. 109, no. 5, p. 052814, May 2024. DOI: 10.1103/PhysRevA.109.052814.",0.0,0.0551525194197301,0.0,0.6359834654479106
312,KSr,K,Sr,1.4,0.82,0.95,0.501,0.052,4.3407,5.6949,2.13915,4,5,1,2,10.0356,0.553,24.71985243,0.026052,1.3542,0.449,1.77,0.779,0.13,"Hela Ladjimi and Michał Tomza, Diatomic molecules of alkali-metal and alkaline-earth-metal atoms: Interaction potentials, dipole moments, and polarizabilities, Physical Review A, vol. 109, no. 5, p. 052814, May 2024. DOI: 10.1103/PhysRevA.109.052814.",1.2093731148654243,0.0404533159262067,1.4625833309592995,1.0787497358161544
313,KSr,Sr,K,1.4,0.95,0.82,0.052,0.501,5.6949,4.3407,2.13915,5,4,2,1,10.0356,0.553,24.71985243,0.026052,1.3542,0.449,1.77,0.779,0.13,"Hela Ladjimi and Michał Tomza, Diatomic molecules of alkali-metal and alkaline-earth-metal atoms: Interaction potentials, dipole moments, and polarizabilities, Physical Review A, vol. 109, no. 5, p. 052814, May 2024. DOI: 10.1103/PhysRevA.109.052814.",1.2093731148654243,0.0404533159262067,1.4625833309592995,1.0787497358161544
314,LaO,La,O,3.207,1.1,3.44,0.557,1.461,5.5769,13.6181,56.6046,6,2,3,16,19.195,2.018,75.94678189,0.813777,8.0412,0.904,4.54,3.784,2.34,"R. D. Suenram, F. J. Lovas, G. T. Fraser, K. Matsumura; Pulsed‐nozzle Fourier‐transform microwave spectroscopy of laser‐vaporized metal oxides: Rotational spectra and electric dipole moments of YO, LaO, ZrO, and HfO. J. Chem. Phys. 15 April 1990; 92 (8): 4724–4733. https://doi.org/10.1063/1.457690",2.742918675486438,0.0131671148548253,7.523602860332275,1.6839539695434824
315,LaO,O,La,3.207,3.44,1.1,1.461,0.557,13.6181,5.5769,56.6046,2,6,16,3,19.195,2.018,75.94678189,0.813777,8.0412,0.904,4.54,3.784,2.34,"R. D. Suenram, F. J. Lovas, G. T. Fraser, K. Matsumura; Pulsed‐nozzle Fourier‐transform microwave spectroscopy of laser‐vaporized metal oxides: Rotational spectra and electric dipole moments of YO, LaO, ZrO, and HfO. J. Chem. Phys. 15 April 1990; 92 (8): 4724–4733. https://doi.org/10.1063/1.457690",2.742918675486438,0.0131671148548253,7.523602860332275,1.6839539695434824
316,LiBa,Li,Ba,0.51,0.98,0.89,0.618,0.144,5.3917,5.2117,1.46835,2,6,1,2,10.6034,0.762,28.09992289,0.088992,0.18,0.474,1.87,0.8722,0.09,"Hela Ladjimi and Michał Tomza, Diatomic molecules of alkali-metal and alkaline-earth-metal atoms: Interaction potentials, dipole moments, and polarizabilities, Physical Review A, vol. 109, no. 5, p. 052814, May 2024. DOI: 10.1103/PhysRevA.109.052814.",1.100797404483333,0.0355872862681723,1.2117549257172426,0.6513555624326306
317,LiBa,Ba,Li,0.51,0.89,0.98,0.144,0.618,5.2117,5.3917,1.46835,6,2,2,1,10.6034,0.762,28.09992289,0.088992,0.18,0.474,1.87,0.8722,0.09,"Hela Ladjimi and Michał Tomza, Diatomic molecules of alkali-metal and alkaline-earth-metal atoms: Interaction potentials, dipole moments, and polarizabilities, Physical Review A, vol. 109, no. 5, p. 052814, May 2024. DOI: 10.1103/PhysRevA.109.052814.",1.100797404483333,0.0355872862681723,1.2117549257172426,0.6513555624326306
318,LiBe,Li,Be,3.6,0.98,1.57,0.618,-0.5,5.3917,9.3227,10.65835,2,2,1,2,14.7144,0.118,50.26520159,-0.309,3.931,1.118,2.55,1.5386,0.59,"Hela Ladjimi and Michał Tomza, Diatomic molecules of alkali-metal and alkaline-earth-metal atoms: Interaction potentials, dipole moments, and polarizabilities, Physical Review A, vol. 109, no. 5, p. 052814, May 2024. DOI: 10.1103/PhysRevA.109.052814.",1.8068516405834048,0.0198944790504718,3.264712851078943,1.4080749130475194
319,LiBe,Be,Li,3.6,1.57,0.98,-0.5,0.618,9.3227,5.3917,10.65835,2,2,2,1,14.7144,0.118,50.26520159,-0.309,3.931,1.118,2.55,1.5386,0.59,"Hela Ladjimi and Michał Tomza, Diatomic molecules of alkali-metal and alkaline-earth-metal atoms: Interaction potentials, dipole moments, and polarizabilities, Physical Review A, vol. 109, no. 5, p. 052814, May 2024. DOI: 10.1103/PhysRevA.109.052814.",1.8068516405834048,0.0198944790504718,3.264712851078943,1.4080749130475194
320,LiBr,Li,Br,7.268,0.98,2.96,0.618,3.363,5.3917,11.8138,45.4014,2,4,1,17,17.2055,3.981,63.69646546,2.078334,6.4221,2.745,3.94,2.9008,1.98,"A.J. Hebert, F.W. Breivogel, Jr., and K. Street, Jr., J. Chem. Phys. 41, 2368 (1964).",2.595776588903468,0.0156994582474592,6.738056099499321,1.5919127676874911
321,LiBr,Br,Li,7.268,2.96,0.98,3.363,0.618,11.8138,5.3917,45.4014,4,2,17,1,17.2055,3.981,63.69646546,2.078334,6.4221,2.745,3.94,2.9008,1.98,"A.J. Hebert, F.W. Breivogel, Jr., and K. Street, Jr., J. Chem. Phys. 41, 2368 (1964).",2.595776588903468,0.0156994582474592,6.738056099499321,1.5919127676874911
322,LiCa,Li,Ca,1.15,0.98,1.0,0.618,0.024,5.3917,6.1132,0.3214,2,4,1,2,11.5049,0.642,32.96054044,0.014832,0.7215,0.594,1.98,0.98,0.02,"Hela Ladjimi and Michał Tomza, Diatomic molecules of alkali-metal and alkaline-earth-metal atoms: Interaction potentials, dipole moments, and polarizabilities, Physical Review A, vol. 109, no. 5, p. 052814, May 2024. DOI: 10.1103/PhysRevA.109.052814.",0.7529419043474301,0.0303393083563165,0.5669215113223347,0.9216352646374144
323,LiCa,Ca,Li,1.15,1.0,0.98,0.024,0.618,6.1132,5.3917,0.3214,4,2,2,1,11.5049,0.642,32.96054044,0.014832,0.7215,0.594,1.98,0.98,0.02,"Hela Ladjimi and Michał Tomza, Diatomic molecules of alkali-metal and alkaline-earth-metal atoms: Interaction potentials, dipole moments, and polarizabilities, Physical Review A, vol. 109, no. 5, p. 052814, May 2024. DOI: 10.1103/PhysRevA.109.052814.",0.7529419043474301,0.0303393083563165,0.5669215113223347,0.9216352646374144
324,LiCl,Li,Cl,7.1289,0.98,3.16,0.618,3.612,5.3917,12.9676,51.5134,2,3,1,17,18.3593,4.23,69.91740892,2.232216,7.5759,2.994,4.14,3.0968,2.18,"A.J. Hebert, F.J. Lovas, C.A. Melendres, C.D. Hollowell, T.L. Story, Jr., and K. Street, Jr., J. Chem. Phys. 48, 2824 (1968).",2.679045279333656,0.0143025895187879,7.177283608719945,1.6590464988488964
325,LiCl,Cl,Li,7.1289,3.16,0.98,3.612,0.618,12.9676,5.3917,51.5134,3,2,17,1,18.3593,4.23,69.91740892,2.232216,7.5759,2.994,4.14,3.0968,2.18,"A.J. Hebert, F.J. Lovas, C.A. Melendres, C.D. Hollowell, T.L. Story, Jr., and K. Street, Jr., J. Chem. Phys. 48, 2824 (1968).",2.679045279333656,0.0143025895187879,7.177283608719945,1.6590464988488964
326,LiCs,Li,Cs,5.28,0.98,0.79,0.618,0.4715983,5.3917,3.8939,3.16635,2,6,1,1,9.2856,1.0895983,20.99474063,0.2914477494,1.4978,0.1464017,1.77,0.7742,0.19,"Hela Ladjimi and Michał Tomza, Diatomic molecules of alkali-metal and alkaline-earth-metal atoms: Interaction potentials, dipole moments, and polarizabilities, Physical Review A, vol. 109, no. 5, p. 052814, May 2024. DOI: 10.1103/PhysRevA.109.052814.",1.3339505478572344,0.0476309766156896,1.7794240641286156,1.1062759129577746
327,LiCs,Cs,Li,5.28,0.79,0.98,0.4715983,0.618,3.8939,5.3917,3.16635,6,2,1,1,9.2856,1.0895983,20.99474063,0.2914477494,1.4978,0.1464017,1.77,0.7742,0.19,"Hela Ladjimi and Michał Tomza, Diatomic molecules of alkali-metal and alkaline-earth-metal atoms: Interaction potentials, dipole moments, and polarizabilities, Physical Review A, vol. 109, no. 5, p. 052814, May 2024. DOI: 10.1103/PhysRevA.109.052814.",1.3339505478572344,0.0476309766156896,1.7794240641286156,1.1062759129577746
328,LiF,Li,F,6.32736,0.98,3.98,0.618,3.401,5.3917,17.4228,79.5,2,2,1,17,22.8145,4.019,93.93851076,2.101818,12.0311,2.783,4.96,3.9004,3.0,"A.J. Hebert, F.J. Lovas, C.A. Melendres, C.D. Hollowell, T.L. Story, Jr., and K. Street, Jr., J. Chem. Phys. 48, 2824 (1968).",2.9860136051370403,0.0106452613726745,8.916277250063503,1.8624144567768481
329,LiF,F,Li,6.32736,3.98,0.98,3.401,0.618,17.4228,5.3917,79.5,2,2,17,1,22.8145,4.019,93.93851076,2.101818,12.0311,2.783,4.96,3.9004,3.0,"A.J. Hebert, F.J. Lovas, C.A. Melendres, C.D. Hollowell, T.L. Story, Jr., and K. Street, Jr., J. Chem. Phys. 48, 2824 (1968).",2.9860136051370403,0.0106452613726745,8.916277250063503,1.8624144567768481
